face_db/s4/1.pgm	1	0 0 92 112
face_db/s4/4.pgm	1	0 0 92 112
face_db/s4/9.pgm	1	0 0 92 112
face_db/s4/5.pgm	1	0 0 92 112
face_db/s4/10.pgm	1	0 0 92 112
face_db/s4/2.pgm	1	0 0 92 112
face_db/s4/8.pgm	1	0 0 92 112
face_db/s4/7.pgm	1	0 0 92 112
face_db/s4/3.pgm	1	0 0 92 112
face_db/s4/6.pgm	1	0 0 92 112
face_db/s22/1.pgm	1	0 0 92 112
face_db/s22/4.pgm	1	0 0 92 112
face_db/s22/9.pgm	1	0 0 92 112
face_db/s22/5.pgm	1	0 0 92 112
face_db/s22/10.pgm	1	0 0 92 112
face_db/s22/2.pgm	1	0 0 92 112
face_db/s22/8.pgm	1	0 0 92 112
face_db/s22/7.pgm	1	0 0 92 112
face_db/s22/3.pgm	1	0 0 92 112
face_db/s22/6.pgm	1	0 0 92 112
face_db/s33/1.pgm	1	0 0 92 112
face_db/s33/4.pgm	1	0 0 92 112
face_db/s33/9.pgm	1	0 0 92 112
face_db/s33/5.pgm	1	0 0 92 112
face_db/s33/10.pgm	1	0 0 92 112
face_db/s33/2.pgm	1	0 0 92 112
face_db/s33/8.pgm	1	0 0 92 112
face_db/s33/7.pgm	1	0 0 92 112
face_db/s33/3.pgm	1	0 0 92 112
face_db/s33/6.pgm	1	0 0 92 112
face_db/s27/1.pgm	1	0 0 92 112
face_db/s27/4.pgm	1	0 0 92 112
face_db/s27/9.pgm	1	0 0 92 112
face_db/s27/5.pgm	1	0 0 92 112
face_db/s27/10.pgm	1	0 0 92 112
face_db/s27/2.pgm	1	0 0 92 112
face_db/s27/8.pgm	1	0 0 92 112
face_db/s27/7.pgm	1	0 0 92 112
face_db/s27/3.pgm	1	0 0 92 112
face_db/s27/6.pgm	1	0 0 92 112
face_db/s16/1.pgm	1	0 0 92 112
face_db/s16/4.pgm	1	0 0 92 112
face_db/s16/9.pgm	1	0 0 92 112
face_db/s16/5.pgm	1	0 0 92 112
face_db/s16/10.pgm	1	0 0 92 112
face_db/s16/2.pgm	1	0 0 92 112
face_db/s16/8.pgm	1	0 0 92 112
face_db/s16/7.pgm	1	0 0 92 112
face_db/s16/3.pgm	1	0 0 92 112
face_db/s16/6.pgm	1	0 0 92 112
face_db/s37/1.pgm	1	0 0 92 112
face_db/s37/4.pgm	1	0 0 92 112
face_db/s37/9.pgm	1	0 0 92 112
face_db/s37/5.pgm	1	0 0 92 112
face_db/s37/10.pgm	1	0 0 92 112
face_db/s37/2.pgm	1	0 0 92 112
face_db/s37/8.pgm	1	0 0 92 112
face_db/s37/7.pgm	1	0 0 92 112
face_db/s37/3.pgm	1	0 0 92 112
face_db/s37/6.pgm	1	0 0 92 112
face_db/s8/1.pgm	1	0 0 92 112
face_db/s8/4.pgm	1	0 0 92 112
face_db/s8/9.pgm	1	0 0 92 112
face_db/s8/5.pgm	1	0 0 92 112
face_db/s8/10.pgm	1	0 0 92 112
face_db/s8/2.pgm	1	0 0 92 112
face_db/s8/8.pgm	1	0 0 92 112
face_db/s8/7.pgm	1	0 0 92 112
face_db/s8/3.pgm	1	0 0 92 112
face_db/s8/6.pgm	1	0 0 92 112
face_db/s20/1.pgm	1	0 0 92 112
face_db/s20/4.pgm	1	0 0 92 112
face_db/s20/9.pgm	1	0 0 92 112
face_db/s20/5.pgm	1	0 0 92 112
face_db/s20/10.pgm	1	0 0 92 112
face_db/s20/2.pgm	1	0 0 92 112
face_db/s20/8.pgm	1	0 0 92 112
face_db/s20/7.pgm	1	0 0 92 112
face_db/s20/3.pgm	1	0 0 92 112
face_db/s20/6.pgm	1	0 0 92 112
face_db/s34/1.pgm	1	0 0 92 112
face_db/s34/4.pgm	1	0 0 92 112
face_db/s34/9.pgm	1	0 0 92 112
face_db/s34/5.pgm	1	0 0 92 112
face_db/s34/10.pgm	1	0 0 92 112
face_db/s34/2.pgm	1	0 0 92 112
face_db/s34/8.pgm	1	0 0 92 112
face_db/s34/7.pgm	1	0 0 92 112
face_db/s34/3.pgm	1	0 0 92 112
face_db/s34/6.pgm	1	0 0 92 112
face_db/s13/1.pgm	1	0 0 92 112
face_db/s13/4.pgm	1	0 0 92 112
face_db/s13/9.pgm	1	0 0 92 112
face_db/s13/5.pgm	1	0 0 92 112
face_db/s13/10.pgm	1	0 0 92 112
face_db/s13/2.pgm	1	0 0 92 112
face_db/s13/8.pgm	1	0 0 92 112
face_db/s13/7.pgm	1	0 0 92 112
face_db/s13/3.pgm	1	0 0 92 112
face_db/s13/6.pgm	1	0 0 92 112
face_db/s10/1.pgm	1	0 0 92 112
face_db/s10/4.pgm	1	0 0 92 112
face_db/s10/9.pgm	1	0 0 92 112
face_db/s10/5.pgm	1	0 0 92 112
face_db/s10/10.pgm	1	0 0 92 112
face_db/s10/2.pgm	1	0 0 92 112
face_db/s10/8.pgm	1	0 0 92 112
face_db/s10/7.pgm	1	0 0 92 112
face_db/s10/3.pgm	1	0 0 92 112
face_db/s10/6.pgm	1	0 0 92 112
face_db/s15/1.pgm	1	0 0 92 112
face_db/s15/4.pgm	1	0 0 92 112
face_db/s15/9.pgm	1	0 0 92 112
face_db/s15/5.pgm	1	0 0 92 112
face_db/s15/10.pgm	1	0 0 92 112
face_db/s15/2.pgm	1	0 0 92 112
face_db/s15/8.pgm	1	0 0 92 112
face_db/s15/7.pgm	1	0 0 92 112
face_db/s15/3.pgm	1	0 0 92 112
face_db/s15/6.pgm	1	0 0 92 112
face_db/s17/1.pgm	1	0 0 92 112
face_db/s17/4.pgm	1	0 0 92 112
face_db/s17/9.pgm	1	0 0 92 112
face_db/s17/5.pgm	1	0 0 92 112
face_db/s17/10.pgm	1	0 0 92 112
face_db/s17/2.pgm	1	0 0 92 112
face_db/s17/8.pgm	1	0 0 92 112
face_db/s17/7.pgm	1	0 0 92 112
face_db/s17/3.pgm	1	0 0 92 112
face_db/s17/6.pgm	1	0 0 92 112
face_db/s19/1.pgm	1	0 0 92 112
face_db/s19/4.pgm	1	0 0 92 112
face_db/s19/9.pgm	1	0 0 92 112
face_db/s19/5.pgm	1	0 0 92 112
face_db/s19/10.pgm	1	0 0 92 112
face_db/s19/2.pgm	1	0 0 92 112
face_db/s19/8.pgm	1	0 0 92 112
face_db/s19/7.pgm	1	0 0 92 112
face_db/s19/3.pgm	1	0 0 92 112
face_db/s19/6.pgm	1	0 0 92 112
face_db/s31/1.pgm	1	0 0 92 112
